symbol,LCF,FDR,ID
Efna2,0.112243781,0.925289845,ENSMUSG00000003070
Atp5d,0.080474474,1,ENSMUSG00000003072
Ppp5c,0.016653947,1,ENSMUSG00000003099
Cdk12,0.192976349,0.873672115,ENSMUSG00000003119
Lipe,-0.052407792,1,ENSMUSG00000003123
Pafah1b2,0.058197864,1,ENSMUSG00000003131
Tbc1d8,0.095245571,1,ENSMUSG00000003134
Cnot11,-0.158155994,0.891495596,ENSMUSG00000003135
Slc2a3,0.277880087,0.903776221,ENSMUSG00000003153
Foxj2,0.077246838,1,ENSMUSG00000003154
Sri,-0.21103748,1,ENSMUSG00000003161
Dgcr2,-0.119901044,1,ENSMUSG00000003166
Irf3,-0.047011136,1,ENSMUSG00000003184
Bcl2l12,-0.247043694,1,ENSMUSG00000003190
Zfp959,0.066014693,0.956041267,ENSMUSG00000003198
Mpnd,0.153466805,1,ENSMUSG00000003199
Sh3gl1,0.006231425,1,ENSMUSG00000003200
Ebi3,0.008259928,1,ENSMUSG00000003206
Yju2,0.077430756,0.863656196,ENSMUSG00000003208
Ranbp2,-0.017028604,1,ENSMUSG00000003226
Edar,-0.026949527,1,ENSMUSG00000003227
Grk5,-0.153698583,0.571603831,ENSMUSG00000003228
Dvl3,-0.074166837,1,ENSMUSG00000003233
Abcf3,0.088233462,1,ENSMUSG00000003234
Eif2b5,-0.060306334,1,ENSMUSG00000003235
Cyth2,0.08347071,1,ENSMUSG00000003269
Sult2b1,0.143603491,0.545793548,ENSMUSG00000003271
Car11,0.100709685,1,ENSMUSG00000003273
Dlgap1,0.054549358,1,ENSMUSG00000003279
Plag1,0.024716394,0.91453123,ENSMUSG00000003282
Hck,-0.050881333,0.747643697,ENSMUSG00000003283
Mrpl4,0.097622441,1,ENSMUSG00000003299
Keap1,0.287120267,0.55204342,ENSMUSG00000003308
Ap1m2,0.288345062,0.010889607,ENSMUSG00000003309
Glg1,-0.066693239,1,ENSMUSG00000003316
Atp8b3,-0.26164759,0.031713219,ENSMUSG00000003341
Btbd2,-0.09813508,1,ENSMUSG00000003344
Csnk1g2,-0.049038857,1,ENSMUSG00000003345
Abhd17a,-0.03975286,1,ENSMUSG00000003346
Mob3a,-0.021268308,1,ENSMUSG00000003348
Cacnb3,-0.002704426,1,ENSMUSG00000003352
Ccdc65,-0.015277305,0.998184864,ENSMUSG00000003354
Fkbp11,0.263817106,0.021866771,ENSMUSG00000003355
Ddx23,0.138897908,0.719440564,ENSMUSG00000003360
Pld3,0.108042903,1,ENSMUSG00000003363
Grik5,-0.257108025,0.588806284,ENSMUSG00000003378
Cd79a,5.387925535,8.41E-06,ENSMUSG00000003379
Rabac1,-0.024626186,1,ENSMUSG00000003380
Etv3,-1.336418104,0.046964085,ENSMUSG00000003382
Prkcsh,0.17506826,1,ENSMUSG00000003402
Elavl3,0.091668654,1,ENSMUSG00000003410
Rab3b,-0.286609466,0.08346137,ENSMUSG00000003411
St8sia6,-0.085191582,0.170870918,ENSMUSG00000003418
Fcgrt,-0.150208717,1,ENSMUSG00000003420
Nosip,-0.124566902,1,ENSMUSG00000003421
Pih1d1,0.037111159,1,ENSMUSG00000003423
Rps11,0.175541682,1,ENSMUSG00000003429
Supt5,0.118501828,1,ENSMUSG00000003435
Dll3,-0.109469663,1,ENSMUSG00000003436
Paf1,-0.071156484,1,ENSMUSG00000003437
Timm50,0.002654278,1,ENSMUSG00000003438
Med29,0.078357142,1,ENSMUSG00000003444
Bicd1,0.064102665,1,ENSMUSG00000003452
Ncstn,0.439762038,0.612183122,ENSMUSG00000003458
Pex19,-0.211386331,1,ENSMUSG00000003464
Phyhip,0.152968062,0.199073098,ENSMUSG00000003469
Crhr2,-0.037552656,0.898524026,ENSMUSG00000003476
Inmt,-0.014302699,1,ENSMUSG00000003477
Cyp4f18,0.046281326,1,ENSMUSG00000003484
Impdh1,-0.016997094,1,ENSMUSG00000003500
Dusp3,-0.059954728,1,ENSMUSG00000003518
Prodh,0.062819243,1,ENSMUSG00000003526
Ess2,-0.031039459,1,ENSMUSG00000003527
Slc25a1,-0.260751657,1,ENSMUSG00000003528
Dgcr6,-0.036451211,1,ENSMUSG00000003531
Ddr1,-0.048799212,1,ENSMUSG00000003534
Ier3,0.108603988,1,ENSMUSG00000003541
Fosb,0.352845873,0.398954968,ENSMUSG00000003545
Klc4,0.044476268,1,ENSMUSG00000003546
Ercc1,0.076779567,1,ENSMUSG00000003549
Cyp17a1,-0.014914565,1,ENSMUSG00000003555
As3mt,0.097536584,1,ENSMUSG00000003559
Homer3,0.027405373,1,ENSMUSG00000003573
Crtc1,0.084666253,1,ENSMUSG00000003575
Rnf215,0.187834128,1,ENSMUSG00000003581
Sec14l2,-0.125505039,0.446155467,ENSMUSG00000003585
Aven,0.094664661,0.86804531,ENSMUSG00000003604
Cp,-0.145647712,1,ENSMUSG00000003617
Crot,-0.063153216,1,ENSMUSG00000003623
Rps6ka1,0.038022046,1,ENSMUSG00000003644
Snrnp200,-0.029155482,1,ENSMUSG00000003660
Ciao1,0.010690622,1,ENSMUSG00000003662
Has1,-0.013177,1,ENSMUSG00000003665
Taf6l,-0.080174542,1,ENSMUSG00000003680
Insig2,-0.105650598,1,ENSMUSG00000003721
Kpna6,-0.077747678,1,ENSMUSG00000003731
Man1a,0.061235604,1,ENSMUSG00000003746
Itpkc,2.28744477,0.009055398,ENSMUSG00000003752
Coq8b,0.161545173,1,ENSMUSG00000003762
Brd8,-0.084745967,1,ENSMUSG00000003778
Kif20a,0.147011071,1,ENSMUSG00000003779
Farsa,0.153626015,1,ENSMUSG00000003808
Gcdh,0.092606341,1,ENSMUSG00000003809
Mast2,-0.057732888,1,ENSMUSG00000003810
Dnase2a,-0.203751611,1,ENSMUSG00000003812
Rad23a,0.037633963,1,ENSMUSG00000003813
Calr,0.426895977,0.439745907,ENSMUSG00000003814
Syce2,-0.153108194,0.407359607,ENSMUSG00000003824
Nfat5,0.18758689,1,ENSMUSG00000003847
Nob1,0.095180074,1,ENSMUSG00000003848
Nqo1,-0.217204527,1,ENSMUSG00000003849
Ppfia3,-0.025069367,1,ENSMUSG00000003863
Gys1,-0.008195316,1,ENSMUSG00000003865
Ruvbl2,-0.00637195,1,ENSMUSG00000003868
Lin7b,-0.094916757,1,ENSMUSG00000003872
Bax,-0.173920603,1,ENSMUSG00000003873
Tfam,0.051657006,1,ENSMUSG00000003923
Zfp81,-0.17834827,0.572028225,ENSMUSG00000003929
Efnb3,0.179711645,0.318551872,ENSMUSG00000003934
Mmd,-0.09248338,0.816218528,ENSMUSG00000003948
Hlf,-0.007396382,3.37E-29,ENSMUSG00000003949
Fam162a,-0.185979026,1,ENSMUSG00000003955
Rpl8,0.376233712,0.471382675,ENSMUSG00000003970
Grm3,-0.031601568,0.831234743,ENSMUSG00000003974
Ssbp2,-0.142979932,1,ENSMUSG00000003992
Fancl,-0.002043557,1,ENSMUSG00000004018
Brinp2,-0.220580083,0.624461196,ENSMUSG00000004031
Gstm5,-0.100992024,1,ENSMUSG00000004032
Gstm7,0.078856053,1,ENSMUSG00000004035
Gstm3,6.335530491,0.008061957,ENSMUSG00000004038
Stat3,-0.01180882,1,ENSMUSG00000004040
Stat5a,0.156770846,0.806587315,ENSMUSG00000004043
Cavin1,0.117089472,1,ENSMUSG00000004044
Map3k11,0.074523893,1,ENSMUSG00000004054
Akt2,0.160795596,1,ENSMUSG00000004056
Dnaja3,0.096175274,1,ENSMUSG00000004069
Hmox2,-0.328452461,0.73973689,ENSMUSG00000004070
Cdip1,-0.281487443,0.908835365,ENSMUSG00000004071
Map3k20,1.09208605,0.217681918,ENSMUSG00000004085
Cwc15,0.008796946,1,ENSMUSG00000004096
Col5a3,0.247516256,0.624142441,ENSMUSG00000004098
Dnmt1,0.084589068,1,ENSMUSG00000004099
Ppan,0.030783389,1,ENSMUSG00000004100
Angptl2,2.21194598,0.146006314,ENSMUSG00000004105
Cacna1e,-0.240219304,0.068383214,ENSMUSG00000004110
Cacna1b,0.099554742,1,ENSMUSG00000004113
Trmt10a,-0.056248315,1,ENSMUSG00000004127
Etv1,0.085833474,1,ENSMUSG00000004151
Kifc2,0.037520711,1,ENSMUSG00000004187
Psap,-0.113766813,1,ENSMUSG00000004207
Ikbkg,0.143185323,1,ENSMUSG00000004221
Pax2,-0.221137557,0.225991019,ENSMUSG00000004231
Wars2,0.04892392,1,ENSMUSG00000004233
Atn1,-0.429346744,0.182055546,ENSMUSG00000004263
Phb2,-0.134470622,1,ENSMUSG00000004264
Ptpn6,0.030698434,1,ENSMUSG00000004266
Eno2,0.116081387,1,ENSMUSG00000004267
Emg1,0.031415553,1,ENSMUSG00000004268
Lpcat3,0.056934645,1,ENSMUSG00000004270
Atp6v1f,-0.168516516,1,ENSMUSG00000004285
Clcn5,0.131265222,1,ENSMUSG00000004317
Clcn3,0.033722838,1,ENSMUSG00000004319
Hif3a,-0.186866397,0.172206835,ENSMUSG00000004328
Pde1c,0.006576495,1,ENSMUSG00000004347
Utp20,0.085878405,1,ENSMUSG00000004356
Spic,-0.015908189,1.68E-08,ENSMUSG00000004359
9330159F19Rik,0.012932667,1,ENSMUSG00000004360
Cul3,-0.168585202,1,ENSMUSG00000004364
Sst,0.014035411,1,ENSMUSG00000004366
Il11,-0.039173175,1,ENSMUSG00000004371
Large1,-0.113915066,1,ENSMUSG00000004383
Ddx56,-0.15179711,1,ENSMUSG00000004393
Tmed4,0.070963742,1,ENSMUSG00000004394
Col26a1,-0.072521001,0.704729853,ENSMUSG00000004415
Bid,-0.19891213,0.991085132,ENSMUSG00000004446
Ralb,0.029074991,1,ENSMUSG00000004451
Ppp1cc,-0.111670224,1,ENSMUSG00000004455
Dnajb11,-0.137692661,1,ENSMUSG00000004460
Tbccd1,0.108452944,1,ENSMUSG00000004462
Clec11a,0.200627954,0.457831948,ENSMUSG00000004473
Zfp324,-2.803539702,0.022938746,ENSMUSG00000004500
Gab2,0.007966874,1,ENSMUSG00000004508
Coro1c,0.03788648,1,ENSMUSG00000004530
Tax1bp1,-0.170817713,1,ENSMUSG00000004535
Ndrg2,0.074228223,1,ENSMUSG00000004558
Mettl17,0.233889401,0.916837568,ENSMUSG00000004561
Arhgef40,0.110743542,1,ENSMUSG00000004562
Pnpla6,-0.025988535,1,ENSMUSG00000004565
Mcoln1,-0.040688143,1,ENSMUSG00000004567
Arhgef18,0.065208166,1,ENSMUSG00000004568
Pkn2,0.199004048,1,ENSMUSG00000004591
Cd33,-0.022565257,1,ENSMUSG00000004609
Etfb,-0.197892442,1,ENSMUSG00000004610
Nkg7,-0.011982482,1,ENSMUSG00000004612
Stxbp2,-0.176693132,0.321759163,ENSMUSG00000004626
Pcp2,-0.043053296,1,ENSMUSG00000004630
Sgce,0.182262078,1,ENSMUSG00000004631
Chn2,0.143799611,0.609723681,ENSMUSG00000004633
Wwox,-0.125335827,0.92558143,ENSMUSG00000004637
Slbp,-0.131864913,1,ENSMUSG00000004642
Ghrhr,-0.028864334,1,ENSMUSG00000004654
Aqp1,-0.191019528,1,ENSMUSG00000004655
Arid3b,-0.135728715,0.339900366,ENSMUSG00000004661
Cnn2,-0.098466875,1,ENSMUSG00000004665
Polr2e,-0.248899187,1,ENSMUSG00000004667
Abca13,-0.175969264,0.334410621,ENSMUSG00000004668
Myo9b,0.16413264,0.782619167,ENSMUSG00000004677
Hdac9,0.034776538,1,ENSMUSG00000004698
Ly9,2.773096945,0.020762507,ENSMUSG00000004707
Adgre1,0.122040965,0.784050167,ENSMUSG00000004730
Mtfp1,-0.182285353,0.896819089,ENSMUSG00000004748
Rab23,0.035744737,1,ENSMUSG00000004768
Rab11a,0.048582297,1,ENSMUSG00000004771
Eif2b2,0.06773254,1,ENSMUSG00000004788
Dlst,-0.166737822,1,ENSMUSG00000004789
Pgf,0.07156461,1,ENSMUSG00000004791
Ulk2,-0.085894319,1,ENSMUSG00000004798
Ccl24,-0.025566261,0.231407916,ENSMUSG00000004814
Dgkq,0.006797681,1,ENSMUSG00000004815
Grap,0.082100423,0.112160261,ENSMUSG00000004837
Chmp2b,0.123905486,1,ENSMUSG00000004843
Plod3,0.17299338,1,ENSMUSG00000004846
Ap1s1,0.169170589,1,ENSMUSG00000004849
Mapk13,0.155749355,0.968928484,ENSMUSG00000004864
Srpk1,0.183511273,1,ENSMUSG00000004865
Lbr,-0.093825496,1,ENSMUSG00000004880
Crabp2,0.025485969,0.911519635,ENSMUSG00000004885
Nes,0.102468823,0.626003006,ENSMUSG00000004891
Bcan,-0.055538639,1,ENSMUSG00000004892
Prcc,0.213536016,0.933832137,ENSMUSG00000004895
Rrnad1,0.090065692,1,ENSMUSG00000004896
Hdgf,0.041424027,1,ENSMUSG00000004897
Slc25a18,-0.082495829,0.098459308,ENSMUSG00000004902
Thop1,-0.108973362,1,ENSMUSG00000004929
Apba3,-0.201377341,0.362566299,ENSMUSG00000004931
Matk,-0.029552169,1,ENSMUSG00000004933
Pias4,-0.665054464,0.338171908,ENSMUSG00000004934
Map2k1,0.011717472,1,ENSMUSG00000004936
Sgta,0.078009615,1,ENSMUSG00000004937
Nmrk2,0.042943102,0.672789399,ENSMUSG00000004939
Tmem242,-0.063437246,1,ENSMUSG00000004945
Dtx2,-0.11823769,0.689805917,ENSMUSG00000004947
Zp3,-0.057343878,0.566481959,ENSMUSG00000004948
Hspb1,0.759072807,0.325465549,ENSMUSG00000004951
Rasa4,-0.287197066,0.247516685,ENSMUSG00000004952
Syt5,-0.039316679,1,ENSMUSG00000004961
Hnrnpa2b1,0.089135054,1,ENSMUSG00000004980
Fxyd4,-0.293836586,0.317397903,ENSMUSG00000004988
Ccdc130,-0.027285753,1,ENSMUSG00000004994
Mri1,-0.190048494,1,ENSMUSG00000004996
Prkacb,0.101935849,1,ENSMUSG00000005034
Sgsh,0.039987009,1,ENSMUSG00000005043
Chd5,-0.007983414,1,ENSMUSG00000005045
Cstb,-0.002662495,1,ENSMUSG00000005054
Sh2b2,-0.210160698,0.112546975,ENSMUSG00000005057
Pex5,0.011422817,1,ENSMUSG00000005069
Jkamp,-0.007738535,1,ENSMUSG00000005078
Cd44,0.026129075,1,ENSMUSG00000005087
Slc1a2,-0.02205927,0.95763354,ENSMUSG00000005089
Eif2ak4,-0.147859566,0.653936562,ENSMUSG00000005102
Wdr1,-0.059043826,1,ENSMUSG00000005103
Slc2a9,-0.057799622,0.272229972,ENSMUSG00000005107
Ccn4,0.09756022,0.688029427,ENSMUSG00000005124
Ndrg1,0.128420347,1,ENSMUSG00000005125
4930550C14Rik,-0.116084056,0.292111909,ENSMUSG00000005131
Man2b1,-0.500722592,0.475218528,ENSMUSG00000005142
Klf5,-0.20648397,1,ENSMUSG00000005148
Wdr83,0.070348256,1,ENSMUSG00000005150
Prdx2,-0.010252243,1,ENSMUSG00000005161
Polr2a,0.165014833,0.905828986,ENSMUSG00000005198
Shbg,-0.017386934,0.891042634,ENSMUSG00000005202
Senp3,0.064679484,1,ENSMUSG00000005204
Corin,-0.05066606,3.04E-14,ENSMUSG00000005220
Plekha8,-0.024206758,1,ENSMUSG00000005225
Spc25,-0.002336344,1,ENSMUSG00000005233
Dnah2,-0.06926272,0.853565699,ENSMUSG00000005237
Ripk4,-0.068998591,0.169234917,ENSMUSG00000005251
Ufd1,0.155601575,1,ENSMUSG00000005262
Zfp287,0.736853772,0.143366725,ENSMUSG00000005267
Prlr,-0.048375425,1,ENSMUSG00000005268
Letm1,-0.017235578,1,ENSMUSG00000005299
Ubqln1,-0.016146066,1,ENSMUSG00000005312
Fgfr4,0.022908497,1,ENSMUSG00000005320
Cadm3,-0.079773462,1,ENSMUSG00000005338
Txn2,-0.00950971,1,ENSMUSG00000005354
Slc1a6,-0.085248121,0.835984283,ENSMUSG00000005357
Slc1a3,-0.151358145,0.384236538,ENSMUSG00000005360
Crbn,-0.112468309,1,ENSMUSG00000005362
Msh6,0.901674416,0.278841911,ENSMUSG00000005370
Fbxo11,0.000295531,1,ENSMUSG00000005371
Mlxipl,-0.032479563,1,ENSMUSG00000005373
Tbl2,0.128563058,1,ENSMUSG00000005374
Bud23,-0.101270318,1,ENSMUSG00000005378
Nid1,0.143221083,0.772182995,ENSMUSG00000005397
Mcm5,-0.091624066,0.912724972,ENSMUSG00000005410
Hmox1,-0.182073115,0.506989865,ENSMUSG00000005413
Mprip,0.21119339,1,ENSMUSG00000005417
Cic,0.15767582,1,ENSMUSG00000005442
Pafah1b3,0.010057745,1,ENSMUSG00000005447
Il27ra,0.226995248,0.403281602,ENSMUSG00000005465
Prkaca,-0.090917359,1,ENSMUSG00000005469
Asf1b,-0.07943306,0.747318904,ENSMUSG00000005470
Myl10,-0.071562168,1,ENSMUSG00000005474
Ddx39a,0.160805433,1,ENSMUSG00000005481
Dnajb1,-0.000826216,1,ENSMUSG00000005483
Msh4,-0.021555177,0.798242371,ENSMUSG00000005493
Usp40,-0.093992383,1,ENSMUSG00000005501
Kbtbd4,-0.151822214,1,ENSMUSG00000005505
Celf1,-0.027292086,1,ENSMUSG00000005506
Ndufs3,-0.129343922,1,ENSMUSG00000005510
Por,-0.132660856,1,ENSMUSG00000005514
Igf1r,-0.128890339,1,ENSMUSG00000005533
Insr,-0.159865545,0.834833956,ENSMUSG00000005534
Fcer2a,0.017358706,1,ENSMUSG00000005540
Atp4a,1.412571855,0.063966756,ENSMUSG00000005553
Trim28,-0.057756443,1,ENSMUSG00000005566
Ube2m,0.115194255,1,ENSMUSG00000005575
Adcy9,-0.058232801,1,ENSMUSG00000005580
Mef2c,0.079965245,1,ENSMUSG00000005583
Ctr9,-0.00208085,1,ENSMUSG00000005609
Eif4g2,0.253378104,1,ENSMUSG00000005610
Irag1,-0.069673418,0.159521149,ENSMUSG00000005611
Pcyt1a,-0.001616159,1,ENSMUSG00000005615
Zfp592,0.104411456,1,ENSMUSG00000005621
Psmd4,-0.119514902,1,ENSMUSG00000005625
Tmod4,-0.076762596,0.530150693,ENSMUSG00000005628
Insrr,0.250771785,0.224072062,ENSMUSG00000005640
Cabp5,-0.010169433,1,ENSMUSG00000005649
Snx6,-0.115071072,1,ENSMUSG00000005656
Mthfd2,0.446041504,0.638918038,ENSMUSG00000005667
Kit,0.103295332,1,ENSMUSG00000005672
Tomm40l,-0.097383331,1,ENSMUSG00000005674
Nr1i3,-0.121118943,1,ENSMUSG00000005677
Apoa2,0.024059287,1,ENSMUSG00000005681
Pan2,0.40716424,0.473984846,ENSMUSG00000005682
Cs,-0.045192779,1,ENSMUSG00000005683
Ampd3,0.122370628,1,ENSMUSG00000005686
Bcas2,0.100692047,1,ENSMUSG00000005687
Sh2d1a,-0.057706231,1,ENSMUSG00000005696
Ctcf,-0.153129902,0.95763354,ENSMUSG00000005698
Pard6a,0.06185024,1,ENSMUSG00000005699
Agrp,-0.056207385,1,ENSMUSG00000005705
Pvalb,0.053970359,0.767303316,ENSMUSG00000005716
Tfap4,-0.22905283,0.146947088,ENSMUSG00000005718
Ranbp1,0.212256906,1,ENSMUSG00000005732
Cd247,0.130880125,0.471652389,ENSMUSG00000005763
Rfx5,-0.052083531,0.930043031,ENSMUSG00000005774
Psmb4,0.136830962,1,ENSMUSG00000005779
Mmp8,-0.020530143,1,ENSMUSG00000005800
Slc30a4,-0.023083878,1,ENSMUSG00000005802
Sqor,-0.010429629,1,ENSMUSG00000005803
Bloc1s6,0.172223776,1,ENSMUSG00000005804
Metap1,0.014314969,1,ENSMUSG00000005813
Gpr108,-0.020442352,1,ENSMUSG00000005823
Tnfsf14,-0.052103794,0.959159738,ENSMUSG00000005824
Gata6,-0.028365802,1,ENSMUSG00000005836
Rsl1d1,-0.529585717,0.138218592,ENSMUSG00000005846
Cnga2,0.005752452,1,ENSMUSG00000005864
Apc,0.044689805,1,ENSMUSG00000005871
Reep5,-0.065973557,1,ENSMUSG00000005873
Ergic3,-0.11593049,1,ENSMUSG00000005881
Uqcc1,-0.09767964,1,ENSMUSG00000005882
Ncoa2,0.107213523,1,ENSMUSG00000005886
Nr2c2,0.181746563,1,ENSMUSG00000005893
Nr2c1,0.097985078,0.910179185,ENSMUSG00000005897
Smpd4,-0.070498156,1,ENSMUSG00000005899
Pex1,0.202177185,1,ENSMUSG00000005907
Otx1,-0.104876924,0.532858017,ENSMUSG00000005917
Kctd20,0.052895031,1,ENSMUSG00000005936
Itgae,-0.055926728,0.39777038,ENSMUSG00000005947
Ctns,-0.057576428,1,ENSMUSG00000005949
P2rx5,-0.090326174,0.519504938,ENSMUSG00000005950
Shpk,0.020352844,1,ENSMUSG00000005951
Trpv1,0.032791151,1,ENSMUSG00000005952
Ephb3,-0.111185902,0.017298829,ENSMUSG00000005958
Tuft1,-0.027174558,1,ENSMUSG00000005968
Rcn1,-0.094742623,1,ENSMUSG00000005973
Dnase1,0.097164243,1,ENSMUSG00000005980
Trap1,-0.076662016,1,ENSMUSG00000005981
Naa60,-0.244569704,1,ENSMUSG00000005982
1700037C18Rik,-0.185476901,1,ENSMUSG00000005983
Ankrd13d,-0.178698787,1,ENSMUSG00000005986
Tyrp1,-0.030408729,0.793368347,ENSMUSG00000005994
Tpr,-0.127134098,1,ENSMUSG00000006005
Odr4,-0.1551926,1,ENSMUSG00000006010
Prg4,-0.023952065,1,ENSMUSG00000006014
Dhx34,-0.218056446,0.091811646,ENSMUSG00000006019
Kptn,-0.080297365,1,ENSMUSG00000006021
Napa,-0.127766307,1,ENSMUSG00000006024
Sra1,0.005618254,1,ENSMUSG00000006050
Atp5g1,0.111333125,1,ENSMUSG00000006057
Snf8,0.225401959,1,ENSMUSG00000006058
Tbcb,-0.09851963,1,ENSMUSG00000006095
Inpp5k,-0.164321821,1,ENSMUSG00000006127
Crkl,0.057901652,1,ENSMUSG00000006134
Upk3bl,0.223628582,0.091655956,ENSMUSG00000006143
Eps8l1,-0.099444737,0.553623801,ENSMUSG00000006154
Clint1,0.055969831,1,ENSMUSG00000006169
Prss16,0.007720498,1,ENSMUSG00000006179
Cdkal1,-0.022051964,1,ENSMUSG00000006191
Rhox6,0.01538182,1,ENSMUSG00000006200
Cdcp3,0.030733499,1,ENSMUSG00000006204
Htra1,-0.133401535,1,ENSMUSG00000006205
Zbtb17,0.114181069,1,ENSMUSG00000006215
Clcnkb,-0.013223408,1,ENSMUSG00000006216
Fam131c,0.055597897,0.888203501,ENSMUSG00000006218
Fblim1,0.267465549,0.002752332,ENSMUSG00000006219
Hspb7,0.019252087,0.004646937,ENSMUSG00000006221
Epor,0.021586364,1,ENSMUSG00000006235
Ccdc159,-0.211094455,0.48693639,ENSMUSG00000006241
Mob1b,-0.067745855,1,ENSMUSG00000006262
Atp6v1b2,-0.174413331,1,ENSMUSG00000006273
Eps15l1,-0.339717774,0.677906683,ENSMUSG00000006276
Tep1,-0.126665267,1,ENSMUSG00000006281
Ttc5,0.006795039,1,ENSMUSG00000006288
Osgep,-0.120762141,1,ENSMUSG00000006289
Aamp,-0.141031805,1,ENSMUSG00000006299
Tmbim1,1.655195039,0.01405285,ENSMUSG00000006301
Arpc2,0.168672089,1,ENSMUSG00000006304
Kmt2b,0.020631195,1,ENSMUSG00000006307
Zbtb32,0.05263841,0.830363298,ENSMUSG00000006310
Upk1a,-0.010192021,0.879609738,ENSMUSG00000006313
Tmem147,0.069438061,1,ENSMUSG00000006315
Rps9,-0.090745455,1,ENSMUSG00000006333
Tfpt,-0.210516382,1,ENSMUSG00000006335
Susd2,0.092607957,1,ENSMUSG00000006342
Ggt5,0.182069615,0.219943883,ENSMUSG00000006344
Ggt1,-0.08078713,0.751796434,ENSMUSG00000006345
Crip2,-0.04857691,1,ENSMUSG00000006356
Crip1,0.345227795,0.701052178,ENSMUSG00000006360
Cbfa2t3,0.007795937,1,ENSMUSG00000006362
Fbln1,-0.102457291,0.539353356,ENSMUSG00000006369
Pgrmc1,0.252129231,0.843133635,ENSMUSG00000006373
Gcat,0.01965008,1,ENSMUSG00000006378
Tek,0.082284022,0.622708414,ENSMUSG00000006386
Elovl1,-0.059873269,1,ENSMUSG00000006390
Med8,-0.042176781,1,ENSMUSG00000006392
Hyi,-0.146311338,1,ENSMUSG00000006395
Cdc20,-0.01087741,1,ENSMUSG00000006398
Adamts4,-0.027438092,0.90734156,ENSMUSG00000006403
Nectin4,0.092493632,0.631204889,ENSMUSG00000006411
Pfdn2,0.004094235,1,ENSMUSG00000006412
Rnf114,-0.044364465,1,ENSMUSG00000006418
C330007P06Rik,-0.010800576,1,ENSMUSG00000006423
Neurl1a,-0.006669407,1,ENSMUSG00000006435
Srm,-0.114478078,1,ENSMUSG00000006442
Epha2,0.045393111,0.705811732,ENSMUSG00000006445
Rbm14,-0.032851546,1,ENSMUSG00000006456
Actn3,-0.1422767,0.003816916,ENSMUSG00000006457
Zdhhc24,-0.097052861,1,ENSMUSG00000006463
Bbs1,0.346208497,0.255940526,ENSMUSG00000006464
Ndor1,-0.009210482,1,ENSMUSG00000006471
Nsmf,-0.019255951,1,ENSMUSG00000006476
Pdk1,0.00694618,1,ENSMUSG00000006494
Ptbp1,0.167277796,0.519076184,ENSMUSG00000006498
Mvd,-0.020160451,1,ENSMUSG00000006517
Cyba,0.286645692,0.315330935,ENSMUSG00000006519
Itih3,-0.063525663,0.166182339,ENSMUSG00000006522
Stimate,0.141041794,1,ENSMUSG00000006526
Sfmbt1,0.034967916,1,ENSMUSG00000006527
Prkag3,0.006404634,1,ENSMUSG00000006542
Cryba2,8.930369638,4.77E-08,ENSMUSG00000006546
Atp7b,-0.129212649,0.310266542,ENSMUSG00000006567
Slc4a1,-0.087957201,0.732604298,ENSMUSG00000006574
Rundc3a,0.054790188,1,ENSMUSG00000006575
Slc4a3,0.049657973,1,ENSMUSG00000006576
Cdt1,-0.074279363,0.005314298,ENSMUSG00000006585
Runx1t1,0.05308088,1,ENSMUSG00000006586
Snai3,0.149332576,0.519511641,ENSMUSG00000006587
Aprt,-0.078321179,1,ENSMUSG00000006589
Gtf2h1,-0.171269673,0.916656753,ENSMUSG00000006599
Hfe,0.021499154,1,ENSMUSG00000006611
Abhd1,-0.147837761,0.907087874,ENSMUSG00000006638
Slc5a6,0.085961032,1,ENSMUSG00000006641
Tcf23,-0.018608027,0.792310401,ENSMUSG00000006642
Nphs1,0.019954214,1,ENSMUSG00000006649
Aplp1,-0.002388152,1,ENSMUSG00000006651
Qrich1,-0.100142343,1,ENSMUSG00000006673
P4htm,-0.290240733,0.668887149,ENSMUSG00000006675
Usp19,-0.046975475,1,ENSMUSG00000006676
Pola1,-0.022989547,1,ENSMUSG00000006678
Cdc42,-0.081387412,1,ENSMUSG00000006699
Pknox1,0.01848923,1,ENSMUSG00000006705
D130043K22Rik,-0.602215319,0.227384451,ENSMUSG00000006711
Gmnn,-0.070382491,1,ENSMUSG00000006715
Acot13,-0.339492482,0.565211236,ENSMUSG00000006717
Zfp184,0.006880015,1,ENSMUSG00000006720
Cyp27b1,0.013331821,1,ENSMUSG00000006724
Cdk4,0.028775363,1,ENSMUSG00000006728
B4galnt1,-0.102460548,1,ENSMUSG00000006731
Mettl1,-0.030600889,1,ENSMUSG00000006732
Tspan31,0.060960082,1,ENSMUSG00000006736
Kif5b,-0.313987179,0.834158644,ENSMUSG00000006740
Saal1,0.18002485,0.982247225,ENSMUSG00000006763
Tph2,-0.193465129,0.005356316,ENSMUSG00000006764
Krt23,0.009261493,0.874895362,ENSMUSG00000006777
Cnp,0.023994793,1,ENSMUSG00000006782
Odad4,0.149256724,0.713641433,ENSMUSG00000006784
Sulf2,0.16075476,1,ENSMUSG00000006800
Sod2,-0.229184231,0.912963321,ENSMUSG00000006818
Tmco6,-0.24380017,0.706169568,ENSMUSG00000006850
Stambp,0.062551048,1,ENSMUSG00000006906
Ezh1,0.182003538,1,ENSMUSG00000006920
